phoenix	Phoînix	phoenix	greek	Rebirth, Immortality	Purple-red, Phoenician
griffin	Grýps	griffin	greek	Guardian Beast	Hooked-nose
daphne	Dáphnē	daphne	greek	Laurel Nymph	Laurel
echo	Ēchṓ	echo	greek	Sound, Reflection	Sound, echo
logos	Lógos	logos	greek	Word, Reason, Principle	Word, speech, reason
nous	Noûs	nous	greek	Mind, Intellect	Mind, intellect
psyche	Psychḗ	psyche	greek	Soul, Breath, Life	Soul, breath
pneuma	Pneûma	pneuma	greek	Spirit, Wind, Breath	Wind, breath, spirit
arche	Archḗ	arche	greek	Origin, First Principle	Beginning, origin, rule
telos	Télos	telos	greek	End, Purpose, Goal	End, completion, purpose
arete	Arete	arete	greek	Excellence, Virtue	Excellence, virtue
hubris	Hýbris	hubris	greek	Excess Pride, Insolence	Outrage, insolence
moira	Moîra	moira	greek	Fate, Allotted Portion	Portion, fate
ethos	Éthos	ethos	greek	Character, Habit	Habit, custom, character
pathos	Páthos	pathos	greek	Suffering, Experience	Suffering, experience
kairos	Kairós	kairos	greek	Opportune Moment	Right time, opportunity
kosmos	Kósmos	kosmos	greek	Order, Universe, Beauty	Order, ornament, world
ullr	Ullr	ullr	norse	Archery, Hunting, Skiing	Glory, splendor
forseti	Forseti	forseti	norse	Justice, Mediation	President, chairman
bragi	Bragi	bragi	norse	Poetry, Eloquence	Poet, first
iounn	Iðunn	iounn	norse	Youth, Apples of Immortality	Ever young
gefjon	Gefjun	gefjon	norse	Fertility, Agriculture	Giving
sif	Sif	sif	norse	Earth, Harvest	Relation by marriage
fulla	Fulla	fulla	norse	Abundance, Secrets	Bountiful
syn	Syn	syn	norse	Refusal, Defense	Refusal, denial
nanna	Nanna	nanna	norse	Joy, Wife of Baldr	Mother, daring
brynhildr	Brynhildr	brynhildr	norse	Valkyrie, Shieldmaiden	Armor battle
gunnr	Gunnr	gunnr	norse	Valkyrie of War	War
skuld	Skuld	skuld	norse	Valkyrie / Norn of Future	Debt, future
urdr	Urðr	urdr	norse	Norn of Fate / Past	Fate
verdandi	Verðandi	verdandi	norse	Norn of Present	Becoming
thrymr	Þrymr	thrymr	norse	Giant King	Noise, din
hymir	Hymir	hymir	norse	Giant, Owner of Cauldron	Dark one
geirrodr	Geirröðr	geirrodr	norse	Giant, Tormentor of Loki	Spear-reddener
baugi	Baugi	baugi	norse	Giant, Brother of Suttungr	Ring-shaped
andvari	Andvari	andvari	norse	Dwarf, Guardian of Gold	Careful one
brokkr	Brokkr	brokkr	norse	Dwarf Smith	Badger, panting
fafnir	Fáfnir	fafnir	norse	Dwarf turned Dragon	figure in Germanic heroic legend
reginn	Reginn	reginn	norse	Dwarf Smith, Fafnir's Brother	The great one
sindri	Sindri	sindri	norse	Dwarf Smith	Sparkling
niflheimr	Niflheimr	niflheimr	norse	Mist World, Realm of Ice	Mist-home
muspellheimr	Muspellheimr	muspellheimr	norse	World of Fire	Muspel-home (world-ender)
vanaheimr	Vanaheimr	vanaheimr	norse	Home of the Vanir	Van-home
svartalfaheimr	Svartálfaheimr	svartalfaheimr	norse	Home of Dark Elves	Dark-elf-home
yggdrasill	Yggdrasill	yggdrasill	norse	World Tree	Ygg's horse (Odin's gallows)
ginnungagap	Ginnungagap	ginnungagap	norse	Primordial Void	Magic-gaping-void
wyrd	Wyrd	wyrd	norse	Fate, Destiny	Fate (cognate with Urðr)
min	Mnw	min	egyptian	Fertility, Harvest	The firm one
bes	Bs	bes	egyptian	Protection, Childbirth, Joy	The protector
heka	Ḥkꜣ	heka	egyptian	Magic, Medicine	Magic, first work
nephthys	Nbtḥwt	nephthys	egyptian	Protection, Death, Mourning	Lady of the mansion
taweret	Tꜣwrt	taweret	egyptian	Childbirth, Protection	The great one
khepri	Ḫprj	khepri	egyptian	Sunrise, Rebirth	The becoming one
wepwawet	Wpwꜣwt	wepwawet	egyptian	War, Opening the Way	Opener of the ways
duat	Dwꜣt	duat	egyptian	Underworld Realm	The netherworld
aaru	Ꜥꜣrw	aaru	egyptian	Field of Reeds, Paradise	Reeds
nun	Nnw	nun	egyptian	Primordial Waters	The inert one, waters
maatka	Mꜣꜥtkꜣ	maatka	egyptian	Truth and Spirit	Truth of the soul
renenutet	Rnnwtt	renenutet	egyptian	Nursing, Harvest	The nursing snake
mehetweret	Mḥtwrt	mehetweret	egyptian	Great Flood, Cow Goddess	The great flood
henkhisesui	Ḥnḫsšwj	henkhisesui	egyptian	Placenta, Protection	The two placentas
heqet	Ḥqt	heqet	egyptian	Fertility, Childbirth	The frog
anu	Anû	anu	mesopotamian	Phonological Reconstruction, Sky, Heaven, Kingship	Reconstruction node for the Sumerian/Akkadian sky god Anu: the circumflex marks 
inanna	Inanna	inanna	mesopotamian	Love, War, Venus	Lady of heaven
ninhursag	Ninḫursaĝ	ninhursag	mesopotamian	Mother Goddess, Mountains	Lady of the mountain
ninlil	Ninlil	ninlil	mesopotamian	Wind, Air	Lady of the wind
nergal	Nergal	nergal	mesopotamian	Underworld, War, Plague	Lord of the great city
ereshkigal	Ereškigal	ereshkigal	mesopotamian	Queen of the Underworld	Lady of the great earth
tiamat	Tiāmat	tiamat	mesopotamian	Phonological Reconstruction, Salt Water, Chaos	Sea
apsu	Apsû	apsu	mesopotamian	Phonological Reconstruction, Fresh Water, Abyss	Reconstruction node for the Mesopotamian abyss Apsu (Sumerian Abzu): the circumf
dumuzid	Dumuzid	dumuzid	mesopotamian	Shepherds, Vegetation	Faithful son
gilgamesh	Gilgameš	gilgamesh	mesopotamian	Hero, King of Uruk	The old man became young
enkidu	Enkidu	enkidu	mesopotamian	Wild Man, Hero	Lord of the pleasant place
pazuzu	Pazuzu	pazuzu	mesopotamian	Wind Demon, Protection	Unknown
ninurta	Ninurta	ninurta	mesopotamian	War, Agriculture, Storms	Lord of the earth
humbaba	Ḫumbaba	humbaba	mesopotamian	Monster of Cedar Forest	Unknown
kartikeya	Kārttikeya	kartikeya	sanskrit	War, Commander of Gods	Son of Krittika
radha	Rādhā	radha	sanskrit	Divine Love, Consort of Krishna	The beloved of Kṛṣṇa, chief of the gopīs (from √rādh, 'to succeed, accomplish')
sati	Satī	sati	sanskrit	Marital Fidelity, First Wife of Shiva	The True One — daughter of Dakṣa and first wife of Śiva, who immolated herself a
ushas	Uṣás	ushas	sanskrit	Dawn	Dawn, the morning light — personified as a goddess, the daughter of heaven, and 
ratri	Rātrī	ratri	sanskrit	Night	Night — personified as a goddess, to whom a celebrated hymn of the Ṛg-veda (x, 1
prithvi	Pṛthivī	prithvi	sanskrit	Earth	The earth, the wide world — 'the broad and extended One' — personified as a godd
aditi	Aditi	aditi	sanskrit	Infinity, Freedom, Mother of Gods	Boundlessness, inexhaustible abundance, unimpaired perfection, creative power — 
diti	Diti	diti	sanskrit	Mother of Demons	Daughter of Dakṣa and wife of the sage Kaśyapa, mother of the Daityas, the demon
dharma	Dharma	dharma	sanskrit	Law, Duty, Righteousness	That which holds or sustains — law, duty, and righteousness; the moral and relig
karma	Karma	karma	sanskrit	Action, Consequence	Deed, action
moksha	Mokṣa	moksha	sanskrit	Liberation, Release	Liberation from the cycle of rebirth — the fourth and highest aim of human life
samsara	Saṃsāra	samsara	sanskrit	Cycle of Rebirth	The circuit of mundane existence — the soul's passage through a succession of bi
atman	Ātman	atman	sanskrit	Self, Soul	The individual soul, the self — in the Upaniṣads, the innermost essence of each 
brahman	Brahman	brahman	sanskrit	Ultimate Reality	The sacred utterance that became the Absolute — the power of prayer expanded int
maya	Māyā	maya	sanskrit	Illusion, Magic	Illusion, magic, supernatural power — in philosophy, the cosmic illusion by whic
yoga	Yoga	yoga	sanskrit	Union, Discipline	Union, yoking — spiritual and ascetic discipline by which the individual self is
mantra	Mantra	mantra	sanskrit	Sacred Formula	a sacred formula addressed to any individual deity (e.g. om SivAya namaH), RTL. 
tantra	Tantra	tantra	sanskrit	Weaving, Esoteric System	A class of works teaching magical and mystical formularies, mostly cast as dialo
om	Oṃ	om	sanskrit	Sacred Syllable, Cosmic Sound	The sacred syllable of solemn affirmation — the sound from which the Vedas and c
vyasa	Vyāsa	vyasa	sanskrit	Sage, Compiler of Vedas	‘The arranger, the compiler’ — a celebrated mythical sage, often called Vedavyās
valmiki	Vālmīki	valmiki	sanskrit	Sage, Author of Ramayana	The celebrated author of the Rāmāyaṇa, regarded as the first of poets; so called
kashyapa	Kaśyapa	kashyapa	sanskrit	Sage, Progenitor	Tortoise
vashistha	Vasiṣṭha	vashistha	sanskrit	Royal Sage	‘The most wealthy’ — a celebrated Vedic Ṛṣi, one of the seven sages and family p
matsya	Matsya	matsya	sanskrit	Fish Avatar of Vishnu	'The Fish' — the first avatāra of Viṣṇu, who saved Manu and the Vedas from the g
narasimha	Narasiṃha	narasimha	sanskrit	Man-Lion Avatar	'The Man-Lion' — the fourth avatāra of Viṣṇu, who burst from the pillar to slay 
nuada	Nuada	nuada	celtic	War, King of Tuatha	Cloud-maker, hunter
diancecht	DíanCécht	diancecht	celtic	Healing, Medicine	Swift power
aengus	Aengus	aengus	celtic	Love, Youth, Poetry	One vigor, true strength
badb	Badb	badb	celtic	Battle, Death, Crow	Crow, scald-crow
macha	Macha	macha	celtic	War, Sovereignty, Horses	Field, plain
danu	Danu	danu	celtic	Mother Goddess, Rivers	Knowledge, wisdom
cuchulainn	CúChulainn	cuchulainn	celtic	Hero, Hound of Culann	Culann's hound
fionn	Fionn	fionn	celtic	Hunter, Seer, Leader	Fair, white
ogma	Ogma	ogma	celtic	Eloquence, Writing	The grim one
arawn	Arawn	arawn	celtic	Otherworld, Annwn	Silver-tongued
gwydion	Gwydion	gwydion	celtic	Magic, Poetry, Trickery	Born of trees
rhiannon	Rhiannon	rhiannon	celtic	Horses, Sovereignty	Great queen
pryderi	Pryderi	pryderi	celtic	Son of Pwyll, King	Care, anxiety
ceridwen	Ceridwen	ceridwen	celtic	Inspiration, Transformation	Bent or crooked woman
tirnanog	TírnanÓg	tirnanog	celtic	Land of the Young, Otherworld	Land of the young
annwn	Annwn	annwn	celtic	Otherworld, Underworld	The deep, the abyss
pooka	Púca	pooka	celtic	Shapeshifter, Trickster	Goblin, sprite
banshee	Banshí	banshee	celtic	Death, Lamentation	Woman of the fairy mound
eachuisge	Eachuisge	eachuisge	celtic	Water Horse, Drowner	Water horse
leprechaun	Leprechán	leprechaun	celtic	Mischief, Gold	Little body
izanami	Izanami	izanami	japanese	Creation, Death, Earth	She-who-invites
ninigi	Ninigi	ninigi	japanese	Rice, Descendant of Amaterasu	The august rice spirit
raijin	Raijin	raijin	japanese	Thunder, Lightning	Thunder god
fujin	Fūjin	fujin	japanese	Wind	Wind god
kannon	Kannon	kannon	japanese	Compassion, Mercy	Perceiver of sounds
jizo	Jizō	jizo	japanese	Protection of Children, Travelers	Earth treasury
amida	Amida	amida	japanese	Infinite Light, Pure Land	Immeasurable light
fuji	Fuji	fuji	japanese	Sacred Mountain	Wealthy warrior
ise	Ise	ise	japanese	Sacred Shrine	Ancient province
takachiho	Takachiho	takachiho	japanese	Sacred Gorge, Descent of Gods	High thousand ears
kumano	Kumano	kumano	japanese	Sacred Region, Three Shrines	Bear plain
ebisu	Ebisu	ebisu	japanese	Fishermen, Commerce, Luck	The foreigner, straggler
okuninushi	Ōkuninushi	okuninushi	japanese	Nation-building, Marriage	Great land master
sarutahiko	Sarutahiko	sarutahiko	japanese	Crossroads, Guidance	Monkey-field prince
kagutsuchi	Kagutsuchi	kagutsuchi	japanese	Fire, Volcanoes	The burning force
kane	Kāne	kane	polynesian	Creator, Light, Life	Man, male
kanaloa	Kanaloa	kanaloa	polynesian	Ocean, Underworld	Hawaiian god symbolized by the squid or by the octopus, typically associated wit
lono	Lono	lono	polynesian	Agriculture, Peace, Rain	Hawaiian deity, associated with fertility, agriculture, rainfall, music and peac
ku	Kū	ku	polynesian	War, Forests, Fishing	Upright, erect
hiiaka	Hiiaka	hiiaka	polynesian	Hula, Magic, Healing	patron goddess of Hawaiʻi
kamapuaa	Kamapuaa	kamapuaa	polynesian	Pig God, Agriculture	male fertility deity in Hawaiian mythology
poliahu	Poliahu	poliahu	polynesian	Snow, Mauna Kea	Cloaked bosom
tawhirimatea	Tāwhirimātea	tawhirimatea	polynesian	Storms, Wind	Tāwhiri of the seas
haumiatiketike	Haumiatiketike	haumiatiketike	polynesian	Wild Food, Fernroot	Haumia tied to the earth
ruaumoko	Rūaumoko	ruaumoko	polynesian	Earthquakes, Volcanoes	Rūa of the earthquakes
whiro	Whiro	whiro	polynesian	Darkness, Evil	The lizard of death
taaroa	Taaroa	taaroa	polynesian	Creator, Supreme Being	The distant one
tagaloa	Tagaloa	tagaloa	polynesian	Creator, Ocean	The lord
nafanua	Nafanua	nafanua	polynesian	War, Prophecy, Salvation	Hidden in the earth
makemake	MakeMake	makemake	polynesian	Creator, Fertility, Bird-Man	To see, to know
svarog	Svarog	svarog	slavic	Sky, Fire, Smithing	Bright, clear
stribog	Stribog	stribog	slavic	Winds, Storms	Father of winds
simargl	Simargl	simargl	slavic	Winged Guardian, Plant Life	From Simurgh (Iranian)
mokosh	Mokoš	mokosh	slavic	Weaving, Childbirth, Fate	Wet, moist
lada	Lada	lada	slavic	Love, Beauty, Spring	Lady, order
marzanna	Marzanna	marzanna	slavic	Winter, Death, Rebirth	Death goddess
morana	Morana	morana	slavic	Winter, Death	Death
matzemlya	MatZemlyá	matzemlya	slavic	Earth Mother	Mother Earth
leshy	Léshy	leshy	slavic	Forest Spirit	Of the forest
domovoi	Domovój	domovoi	slavic	Household Spirit	Of the house
vodyanoy	Vodjanój	vodyanoy	slavic	Water Spirit, Drowner	Of the water
rusalka	Rusálka	rusalka	slavic	Water Nymph, Drowned Maiden	Of Rus
babayaga	BabaJagá	babayaga	slavic	Forest Witch, Death	Evil woman, serpent
kikimora	Kikimóra	kikimora	slavic	House Spirit, Swamp Hag	Unknown
zmeygorynych	ZmeyGorynych	zmeygorynych	slavic	Three-Headed Dragon	Mountain dragon
ometecuhtli	Ōmetēcuhtli	ometecuhtli	nahuatl	Lord of Duality	Two lord
omecihuatl	Ōmecihuātl	omecihuatl	nahuatl	Lady of Duality	Two lady
tonacatecuhtli	Tonacatēcuhtli	tonacatecuhtli	nahuatl	Lord of Sustenance	Lord of our food
chalchiuhtlicue	Chālchiuhtlīcue	chalchiuhtlicue	nahuatl	Water, Rivers, Lakes	She of the jade skirt
mayahuel	Mayāhuel	mayahuel	nahuatl	Maguey, Pulque	She of the maguey
xochipilli	Xōchipilli	xochipilli	nahuatl	Flowers, Love, Beauty	Flower prince
centeotl	Centeōtl	centeotl	nahuatl	Maize, Agriculture	Maize deity
xolotl	Xōlōtl	xolotl	nahuatl	Evening Star, Death, Twins	The double, the monster
mictlantecuhtli	Mictlāntēcuhtli	mictlantecuhtli	nahuatl	Lord of Mictlan	Lord of the underworld
mictecacihuatl	Mictēcacihuātl	mictecacihuatl	nahuatl	Lady of Mictlan	Lady of the underworld
ehecatl	Ehēcatl	ehecatl	nahuatl	Wind	Wind
itzpapalotl	Ītzpāpālōtl	itzpapalotl	nahuatl	Obsidian Butterfly, Stars	Obsidian butterfly
ometeotl	Ōmeteōtl	ometeotl	nahuatl	Supreme Duality	Two divinity
citlalicue	Citlālicue	citlalicue	nahuatl	Milky Way, Stars	Star-skirted
tlaltecuhtli	Tlāltēcuhtli	tlaltecuhtli	nahuatl	Earth	Lord of the earth
orunmila	Ọrúnmìlà	orunmila	yoruba	Wisdom, Divination, Ifá	Heaven knows who will succeed
ochosi	Ọṣọọsì	ochosi	yoruba	Hunting, Forest, Justice	The hunter — orisha of the hunt, the forest, and deliberate strategy (standard Y
osanyin	Ọsanyìn	osanyin	yoruba	Herbal Medicine, Small Plants	The sorcerer of herbs
olokun	Olókun	olokun	yoruba	Wealth, Ocean, Depths	Owner of the ocean
aganju	Aganjú	aganju	yoruba	Wilderness, Earth, Diaspora Volcano	The uninhabited place
babaluaye	Ọbalúayé	babaluaye	yoruba	Disease, Healing, Earth	Father of the world
osumare	Ọṣumàrè	osumare	yoruba	Rainbow, Regeneration	The rainbow serpent
aje	Ajé	aje	yoruba	Wealth, Trade	Wealth
ibeji	Ìbejì	ibeji	yoruba	Twins, Joy, Abundance	The twins
orishaoko	Ọ̀rìṣàoko	orishaoko	yoruba	Agriculture, Harvest	Orisha of the farm
baiame	Baiame	baiame	aboriginal	Sky Father, Creator	The maker
bunjil	Bunjil	bunjil	aboriginal	Creator Eaglehawk	The eaglehawk
daramulum	Daramulum	daramulum	aboriginal	Sky Hero, Son of Baiame	The one-legged
altjira	Altjira	altjira	aboriginal	The Dreaming, Eternal	The dreamtime
ngalyod	Ngalyod	ngalyod	aboriginal	Rainbow Serpent	The rainbow
wandjina	Wandjina	wandjina	aboriginal	Cloud, Rain Spirits	The cloud spirits
wawalag	Wawalag	wawalag	aboriginal	Two Sisters, Creators	The two sisters
yurlungur	Yurlungur	yurlungur	aboriginal	Copper Snake, Initiator	The great copper snake
tjinimin	Tjinimin	tjinimin	aboriginal	Trickster, Moth Man	The moth man
eingana	Eingana	eingana	aboriginal	Creator Mother Snake	The mother
mamaragan	Mamaragan	mamaragan	aboriginal	Lightning Man	The lightning
gnowee	Gnowee	gnowee	aboriginal	Sun Goddess	The sun
spentamainyu	SpəntaMainyu	spentamainyu	zoroastrian	Holy Spirit, Bounteous	Bounteous spirit
vohumanah	VohuManah	vohumanah	zoroastrian	Good Mind, Cattle	Good thought
ashavahishta	AšaVahišta	ashavahishta	zoroastrian	Truth, Best Order, Fire	Best truth
khshathravairya	XšaθraVairya	khshathravairya	zoroastrian	Desirable Dominion, Metal	Desirable dominion
spentaarmaiti	SpəntaĀrmaiti	spentaarmaiti	zoroastrian	Holy Devotion, Earth	Bounteous devotion
haurvatat	Haurvatāt	haurvatat	zoroastrian	Wholeness, Health, Water	Wholeness
ameretat	Amərətāt	ameretat	zoroastrian	Immortality, Plants	Immortality
sraosha	Sraoša	sraosha	zoroastrian	Obedience, Protection	Discipline, obedience
rashnu	Rašnu	rashnu	zoroastrian	Justice, Judgment	The true one
anahita	Anāhitā	anahita	zoroastrian	Fertility, Water, Wisdom	Immaculate, undefiled
mamaquilla	MamaQuilla	mamaquilla	incan	Moon, Marriage	Mother moon
mamaqucha	Mamaqucha	mamaqucha	incan	Sea, Fishermen	Mother sea
illapa	Illapa	illapa	incan	Thunder, Lightning, War	Thunder
pachacamac	Pachacámac	pachacamac	incan	Creator, Earthquake	Earth-shaker
supay	Supay	supay	incan	Underworld, Death	The spirit
urcaguary	Urcaguary	urcaguary	incan	Underworld Jewels	He of the underground
ekkeko	Ekkeko	ekkeko	incan	Luck, Abundance	The dwarf
wamani	Wamani	wamani	incan	Sacred Mountain	The falcon
anima	Anima	anima	greek	Soul, Breath, Life Force	Breath, air, soul
animus	Animus	animus	greek	Mind, Spirit, Courage	Mind, spirit, courage
numen	Nūmen	numen	greek	Divine Will, Power	A nodding, divine power
fides	Fidēs	fides	greek	Faith, Trust, Promise	Trust, faith
pietas	Pietās	pietas	greek	Piety, Duty, Devotion	Duty, devotion
virtus	Virtūs	virtus	greek	Courage, Excellence, Virtue	Manliness, courage
gravitas	Gravitas	gravitas	greek	Weight, Seriousness, Dignity	Weight, importance
dignitas	Dignitās	dignitas	greek	Worthiness, Rank, Honor	Worth, merit
auctoritas	Auctōritās	auctoritas	greek	Authority, Influence	Authority, prestige
clementia	Clementia	clementia	greek	Mercy, Forgiveness	Mildness, mercy
pyr	Pŷr	pyr	greek	Fire	Fire
hydor	Hýdōr	hydor	greek	Water	Water
ge	Gē	ge	greek	Earth	Earth
aer	Aḗr	aer	greek	Air	Air, mist
styx	Stýx	styx	greek	River of Hate, Oaths	Hateful
lethe	Lḗthē	lethe	greek	River of Forgetfulness	Forgetfulness
acheron	Achérōn	acheron	greek	River of Woe	River of woe
cocytus	Kōkytós	cocytus	greek	River of Lamentation	Wailing
phlegethon	Phlégethōn	phlegethon	greek	River of Fire	Flaming
jadeemperor	Yùhuáng	jadeemperor	chinese	Supreme Deity, Heaven	Jade emperor
guanyin	Guānyīn	guanyin	chinese	Compassion, Mercy	Perceiver of sounds
lanling	Lánlíng	lanling	chinese	War, Beauty, Mask	Orchid mound
taishang	Tàishàng	taishang	chinese	Supreme Lord, Dao	Supreme, great
tianhou	Tiānhòu	tianhou	chinese	Sea, Protection, Seafaring	Empress of heaven
longwang	Lóngwáng	longwang	chinese	Dragons, Rain, Rivers	water deity in Chinese mythology
yamen	Yámen	yamen	chinese	Underworld, Judgment	Yama gate
bagua	Bāguà	bagua	chinese	Cosmology, Divination	Eight trigrams
taichi	Tàijí	taichi	chinese	Supreme Ultimate, Origin	Great extreme
wuxing	Wǔxíng	wuxing	chinese	Five Elements, Change	Five phases
qi	Qì	qi	chinese	Life Force, Energy	Breath, energy
dao	Dào	dao	chinese	The Way, Ultimate Principle	Way, path
fuxi	Fúxī	fuxi	chinese	Culture, Writing, Divination	Hidden one
nuwa	Nǚwā	nuwa	chinese	Creation, Mending Heaven	Woman wa
shennong	Shénnóng	shennong	chinese	Agriculture, Medicine	Divine farmer
huangdi	Huángdì	huangdi	chinese	Yellow Emperor, Ancestor	Yellow emperor
zhurong	Zhùróng	zhurong	chinese	Fire, South	Prayer and melting
gonggong	Gōnggōng	gonggong	chinese	Water, Destruction	Common labor
xian	Xiān	xian	chinese	Immortal, Transcendent	Immortal
mazu	Māzǔ	mazu	chinese	Sea, Protection, Seafaring	Mother ancestor
erlang	Èrláng	erlang	chinese	War, Justice, Nephew of Jade Emperor	Second son
nezha	Nézhā	nezha	chinese	Youth, War, Rebellion	Nezha (from Sanskrit Nalakuvara)
change	Cháng'é	change	chinese	Moon, Immortality, Mid-Autumn	The Moon goddess who drank the elixir of immortality
houyi	Hòuyì	houyi	chinese	Archery, Suns, Heroism	The divine archer who shot down nine suns
sunwukong	SūnWùkōng	sunwukong	chinese	Monkey King, Chaos, Enlightenment	Monkey awakened to emptiness
bingjilan	Bīngjílán	bingjilan	chinese	Mountain, Cold, Purity	Ice ridge orchid
kunlun	Kūnlún	kunlun	chinese	Sacred Mountain, Paradise	Kunlun mountain
eileithyia	Eileíthyia	eileithyia	greek	Childbirth	She who comes to aid
enyo	Enyṓ	enyo	greek	War, Destruction	Warlike
paean	Paiṓn	paean	greek	Healing Hymn	Healer
hymenaeus	Hymenaîos	hymenaeus	greek	Marriage, Wedding	Hymen
automedon	Automédōn	automedon	greek	Charioteer of Achilles	Self-ruler
eurypylus	Eurýpylos	eurypylus	greek	Hero of Thessaly	Broad gate
thoas	Thóas	thoas	greek	King of Lemnos	Swift
meriones	Meriónēs	meriones	greek	Cretan Hero	Unknown
idomeneus	Idomeneús	idomeneus	greek	King of Crete	Unknown
teucer	Teûcer	teucer	greek	Archer, Son of Telamon	Unknown
neoptolemus	Neoptólemos	neoptolemus	greek	Son of Achilles, Pyrrhus	New war
machaon	Machaṓn	machaon	greek	Healer, Son of Asclepius	Fighter
podalirius	Podalírius	podalirius	greek	Healer, Son of Asclepius	Dew-foot
calchas	Kálchas	calchas	greek	Seer, Prophet	Bronze-colored
teiresias	Teiresías	teiresias	greek	Blind Seer of Thebes	Sign-bearer
cassandra	Kassándra	cassandra	greek	Prophetess, Trojan Princess	She who entangles men
hecuba	Hekábē	hecuba	greek	Queen of Troy	Far off
andromache	Andromáchē	andromache	greek	Wife of Hector	Man-fighter
astyanax	Astýanax	astyanax	greek	Son of Hector	Lord of the city
polyxena	Polyxénē	polyxena	greek	Trojan Princess, Sacrifice	Hospitable to many
sinon	Sínōn	sinon	greek	Trickster, Horse Builder	Unknown
palamedes	Palamḗdēs	palamedes	greek	Inventor, Martyr	Crafty counsel
antigone	Antigónē	antigone	greek	Defiance, Family Duty	Against birth
ismene	Ismḗnē	ismene	greek	Sister of Antigone	Knowledge
oedipus	Oedípus	oedipus	greek	Fate, Tragedy, Thebes	Swollen foot
jocasta	Jokástē	jocasta	greek	Queen of Thebes	Shining moon
pentheus	Pentheús	pentheus	greek	King of Thebes	Sorrow
agave	Agáuē	agave	greek	Mother of Pentheus	Illustrious, noble
hermione	Hermiónē	hermione	greek	Daughter of Helen	Messenger, travel
creusa	Creúsa	creusa	greek	Princess of Corinth	Lady, mistress
medea	Medéa	medea	greek	Magic, Revenge	Cunning, planning
aetes	Aítēs	aetes	greek	King of Colchis	Eagle
chiron	Chíron	chiron	greek	Wise Centaur, Teacher	Hand
ladon	Ládōn	ladon	greek	Dragon of Hesperides	Flowing water
nemeanlion	Nemean Léon	nemeanlion	greek	Invincible Lion	Lion of Nemea
erymanthianboar	ErymanthianBoar	erymanthianboar	greek	Giant Boar	Boar of Erymanthus
stymphalianbirds	StymphalianBirds	stymphalianbirds	greek	Man-Eating Birds	Birds of Stymphalus
skanda	Skanda	skanda	sanskrit	War, Commander	‘The Attacker’ — a name of Kārttikeya, son of Śiva (or of Agni), the god of war 
nandi	Nandí	nandi	sanskrit	Bull, Gatekeeper of Shiva	'The Happy One' — Śiva's white bull, his mount and the gatekeeper of his shrine
garuda	Garuḍa	garuda	sanskrit	Eagle, Mount of Vishnu	The mythical king of birds, son of Kaśyapa and Vinatā, chief of the feathered ra
jatayu	Jaṭāyu	jatayu	sanskrit	Vulture, Heroic Bird	The king of the vultures, son of Aruṇa and Śyenī and younger brother of Sampāti;
kamsa	Kaṃsa	kamsa	sanskrit	Tyrant, Uncle of Krishna	A king of Mathurā, son of Ugrasena and cousin of Devakī, the mother of Kṛṣṇa — t
putana	Pūtanā	putana	sanskrit	Demoness, Killer of Infants	A female demon said to cause disease in children; sent by Kaṃsa, she offered her
shakti	Śakti	shakti	sanskrit	Power, Energy, Divine Feminine	Power, ability, energy — the active power of a deity personified as his consort,
prajapati	Prajāpati	prajapati	sanskrit	Lord of Creatures	'Lord of Creatures' — the creator and progenitor ranked above or among the Vedic
savitri	Sāvitrī	savitri	sanskrit	Solar Goddess, Truth	Belonging to the sun (Savitar) — name of the wife of Satyavat, daughter of Aśvap
vishvakarman	Viśvakarman	vishvakarman	sanskrit	Universal Architect	All-accomplishing
bhrigu	Bhṛgu	bhrigu	sanskrit	Sage, Ancestor of Priests	A mythical race of beings closely connected with fire, which they find and bring
narada	Nārada	narada	sanskrit	Divine Sage, Messenger	Name of a Ṛṣi (a Kāṇva or Kāśyapa), as a Devarṣi often associated with Parvata a
markandeya	Mārkaṇḍeya	markandeya	sanskrit	Immortal Sage	The deathless sage — the boy devotee whom Śiva saved from Death itself
bhishma	Bhīṣma	bhishma	sanskrit	Vow, Grandfather	The Terrible — son of Śāntanu and Gaṅgā, grandsire of the Bharatas, renowned for
drona	Droṇa	drona	sanskrit	Guru, Weapons Master	'The Wooden Vessel' — the martial preceptor of the Kuru princes, son of the sage
kripa	Kṛpa	kripa	sanskrit	Royal Guru	'Compassion' — the martial preceptor of the Kuru princes in the Mahābhārata
nakula	Nakula	nakula	sanskrit	Twin, Son of Madri	Son of the Aśvins and Mādrī — twin of Sahadeva, fourth of the Pāṇḍu princes, mas
sahadeva	Sahadeva	sahadeva	sanskrit	Twin, Son of Madri	Son of the Aśvins and Mādrī — twin of Nakula, youngest of the Pāṇḍu princes, fam
hodr	Höðr	hodr	norse	Darkness, Blindness	Warrior, killer
vali	Váli	vali	norse	Vengeance, Son of Odin	The chosen
rig	Ríg	rig	norse	Society, Classes	King
saga	Sága	saga	norse	Wisdom, History	The one who sees
hermod	Hermóðr	hermod	norse	Messenger, Courage	War-spirit
magni	Magni	magni	norse	Strength, Son of Thor	The strong one
modi	Móði	modi	norse	Wrath, Son of Thor	The angry one
thrud	Thrúd	thrud	norse	Strength, Daughter of Thor	Power
garm	Gárm	garm	norse	Hel-Hound, Doom	The ragged one
hati	Hati	hati	norse	Moon-Chaser, Chaos	The hater
